"id","date","dow","att_binary","school_name","sy"
8,2001-07-14,"Saturday","1     ","Mercury MS","01SUM"
8,2001-07-15,"Sunday","1     ","Mercury MS","01SUM"
8,2001-07-16,"Monday","1     ","Mercury MS","01SUM"
8,2001-07-17,"Tuesday","1     ","Mercury MS","01SUM"
8,2001-07-18,"Wednesday","1     ","Mercury MS","01SUM"
8,2001-07-19,"Thursday","1     ","Mercury MS","01SUM"
8,2001-07-20,"Friday","1     ","Mercury MS","01SUM"
8,2001-07-21,"Saturday","1     ","Mercury MS","01SUM"
8,2001-07-22,"Sunday","1     ","Mercury MS","01SUM"
8,2001-07-23,"Monday","1     ","Mercury MS","01SUM"
8,2001-07-24,"Tuesday","1     ","Mercury MS","01SUM"
8,2001-07-25,"Wednesday","1     ","Mercury MS","01SUM"
8,2001-07-26,"Thursday","1     ","Mercury MS","01SUM"
8,2001-07-27,"Friday","1     ","Mercury MS","01SUM"
8,2001-07-28,"Saturday","1     ","Mercury MS","01SUM"
8,2001-07-29,"Sunday","1     ","Mercury MS","01SUM"
8,2001-07-30,"Monday","1     ","Mercury MS","01SUM"
8,2001-07-31,"Tuesday","1     ","Mercury MS","01SUM"
8,2001-08-01,"Wednesday","1     ","Mercury MS","01SUM"
8,2001-08-02,"Thursday","1     ","Mercury MS","01SUM"
8,2001-08-03,"Friday","1     ","Mercury MS","01SUM"
8,2001-08-04,"Saturday","1     ","Mercury MS","01SUM"
8,2001-08-05,"Sunday","1     ","Mercury MS","01SUM"
8,2001-08-06,"Monday","1     ","Mercury MS","01SUM"
8,2001-08-07,"Tuesday","1     ","Mercury MS","01SUM"
8,2001-08-08,"Wednesday","1     ","Mercury MS","01SUM"
8,2001-08-09,"Thursday","1     ","Mercury MS","01SUM"
8,2001-08-10,"Friday","1     ","Mercury MS","01SUM"
8,2001-08-11,"Saturday","1     ","Mercury MS","01SUM"
8,2001-08-12,"Sunday","1     ","Mercury MS","01SUM"
8,2001-08-13,"Monday","1     ","Mercury MS","01SUM"
8,2001-08-14,"Tuesday","1     ","Mercury MS","01SUM"
8,2001-08-15,"Wednesday","1     ","Mercury MS","01SUM"
8,2001-08-16,"Thursday","1     ","Mercury MS","01SUM"
8,2001-08-17,"Friday","1     ","Mercury MS","01SUM"
8,2001-08-18,"Saturday","1     ","Mercury MS","01SUM"
8,2001-08-19,"Sunday","1     ","Mercury MS","01SUM"
8,2001-08-20,"Monday","1     ","Mercury MS","01SUM"
8,2001-08-21,"Tuesday","1     ","Mercury MS","01SUM"
8,2001-08-22,"Wednesday","1     ","Mercury MS","01SUM"
8,2001-08-23,"Thursday","1     ","Mercury MS","01SUM"
8,2001-08-24,"Friday","1     ","Mercury MS","01SUM"
8,2001-08-25,"Saturday","1     ","Mercury MS","01SUM"
8,2001-08-26,"Sunday","1     ","Mercury MS","01SUM"
8,2001-08-27,"Monday","1     ","Mercury MS","01SUM"
8,2001-08-28,"Tuesday","1     ","Mercury MS","01SUM"
9,2001-06-30,"Saturday","1     ","Mercury MS","01SUM"
9,2001-07-01,"Sunday","1     ","Mercury MS","01SUM"
9,2001-07-02,"Monday","1     ","Mercury MS","01SUM"
9,2001-07-03,"Tuesday","1     ","Mercury MS","01SUM"
9,2001-07-04,"Wednesday","1     ","Mercury MS","01SUM"
9,2001-07-05,"Thursday","1     ","Mercury MS","01SUM"
9,2001-07-06,"Friday","1     ","Mercury MS","01SUM"
9,2001-07-07,"Saturday","1     ","Mercury MS","01SUM"
9,2001-07-08,"Sunday","1     ","Mercury MS","01SUM"
9,2001-07-09,"Monday","1     ","Mercury MS","01SUM"
9,2001-07-10,"Tuesday","1     ","Mercury MS","01SUM"
9,2001-07-11,"Wednesday","1     ","Mercury MS","01SUM"
9,2001-07-12,"Thursday","1     ","Mercury MS","01SUM"
9,2001-07-13,"Friday","1     ","Mercury MS","01SUM"
9,2001-07-14,"Saturday","1     ","Mercury MS","01SUM"
9,2001-07-15,"Sunday","1     ","Mercury MS","01SUM"
9,2001-07-16,"Monday","1     ","Mercury MS","01SUM"
9,2001-07-17,"Tuesday","1     ","Mercury MS","01SUM"
9,2001-07-18,"Wednesday","1     ","Mercury MS","01SUM"
9,2001-07-19,"Thursday","1     ","Mercury MS","01SUM"
9,2001-07-20,"Friday","1     ","Mercury MS","01SUM"
9,2001-07-21,"Saturday","1     ","Mercury MS","01SUM"
9,2001-07-22,"Sunday","1     ","Mercury MS","01SUM"
9,2001-07-23,"Monday","1     ","Mercury MS","01SUM"
9,2001-07-24,"Tuesday","1     ","Mercury MS","01SUM"
9,2001-07-25,"Wednesday","1     ","Mercury MS","01SUM"
9,2001-07-26,"Thursday","1     ","Mercury MS","01SUM"
9,2001-07-27,"Friday","1     ","Mercury MS","01SUM"
9,2001-07-28,"Saturday","1     ","Mercury MS","01SUM"
9,2001-07-29,"Sunday","1     ","Mercury MS","01SUM"
9,2001-07-30,"Monday","1     ","Mercury MS","01SUM"
9,2001-07-31,"Tuesday","1     ","Mercury MS","01SUM"
9,2001-08-01,"Wednesday","1     ","Mercury MS","01SUM"
9,2001-08-02,"Thursday","1     ","Mercury MS","01SUM"
9,2001-08-03,"Friday","1     ","Mercury MS","01SUM"
9,2001-08-04,"Saturday","1     ","Mercury MS","01SUM"
9,2001-08-05,"Sunday","1     ","Mercury MS","01SUM"
9,2001-08-06,"Monday","1     ","Mercury MS","01SUM"
9,2001-08-07,"Tuesday","1     ","Mercury MS","01SUM"
9,2001-08-08,"Wednesday","1     ","Mercury MS","01SUM"
9,2001-08-09,"Thursday","1     ","Mercury MS","01SUM"
9,2001-08-10,"Friday","1     ","Mercury MS","01SUM"
9,2001-08-11,"Saturday","1     ","Mercury MS","01SUM"
9,2001-08-12,"Sunday","1     ","Mercury MS","01SUM"
9,2001-08-13,"Monday","1     ","Mercury MS","01SUM"
9,2001-08-14,"Tuesday","1     ","Mercury MS","01SUM"
9,2001-08-15,"Wednesday","1     ","Mercury MS","01SUM"
9,2001-08-16,"Thursday","1     ","Mercury MS","01SUM"
9,2001-08-17,"Friday","1     ","Mercury MS","01SUM"
9,2001-08-18,"Saturday","1     ","Mercury MS","01SUM"
9,2001-08-19,"Sunday","1     ","Mercury MS","01SUM"
9,2001-08-20,"Monday","1     ","Mercury MS","01SUM"
9,2001-08-21,"Tuesday","1     ","Mercury MS","01SUM"
9,2001-08-22,"Wednesday","1     ","Mercury MS","01SUM"
9,2001-08-23,"Thursday","1     ","Mercury MS","01SUM"
9,2001-08-24,"Friday","1     ","Mercury MS","01SUM"
9,2001-08-25,"Saturday","1     ","Mercury MS","01SUM"
9,2001-08-26,"Sunday","1     ","Mercury MS","01SUM"
9,2001-08-27,"Monday","1     ","Mercury MS","01SUM"
9,2001-08-28,"Tuesday","1     ","Mercury MS","01SUM"
10,2001-06-30,"Saturday","1     ","Mercury MS","01SUM"
10,2001-07-01,"Sunday","1     ","Mercury MS","01SUM"
10,2001-07-02,"Monday","1     ","Mercury MS","01SUM"
10,2001-07-03,"Tuesday","1     ","Mercury MS","01SUM"
10,2001-07-04,"Wednesday","1     ","Mercury MS","01SUM"
10,2001-07-05,"Thursday","1     ","Mercury MS","01SUM"
10,2001-07-06,"Friday","1     ","Mercury MS","01SUM"
10,2001-07-07,"Saturday","1     ","Mercury MS","01SUM"
10,2001-07-08,"Sunday","1     ","Mercury MS","01SUM"
10,2001-07-09,"Monday","1     ","Mercury MS","01SUM"
10,2001-07-10,"Tuesday","1     ","Mercury MS","01SUM"
10,2001-07-11,"Wednesday","1     ","Mercury MS","01SUM"
10,2001-07-12,"Thursday","1     ","Mercury MS","01SUM"
10,2001-07-13,"Friday","1     ","Mercury MS","01SUM"
10,2001-07-14,"Saturday","1     ","Mercury MS","01SUM"
10,2001-07-15,"Sunday","1     ","Mercury MS","01SUM"
10,2001-07-16,"Monday","1     ","Mercury MS","01SUM"
10,2001-07-17,"Tuesday","1     ","Mercury MS","01SUM"
10,2001-07-18,"Wednesday","1     ","Mercury MS","01SUM"
10,2001-07-19,"Thursday","1     ","Mercury MS","01SUM"
10,2001-07-20,"Friday","1     ","Mercury MS","01SUM"
10,2001-07-21,"Saturday","1     ","Mercury MS","01SUM"
10,2001-07-22,"Sunday","1     ","Mercury MS","01SUM"
10,2001-07-23,"Monday","1     ","Mercury MS","01SUM"
10,2001-07-24,"Tuesday","1     ","Mercury MS","01SUM"
10,2001-07-25,"Wednesday","1     ","Mercury MS","01SUM"
10,2001-07-26,"Thursday","1     ","Mercury MS","01SUM"
10,2001-07-27,"Friday","1     ","Mercury MS","01SUM"
10,2001-07-28,"Saturday","1     ","Mercury MS","01SUM"
10,2001-07-29,"Sunday","1     ","Mercury MS","01SUM"
10,2001-07-30,"Monday","1     ","Mercury MS","01SUM"
10,2001-07-31,"Tuesday","1     ","Mercury MS","01SUM"
10,2001-08-01,"Wednesday","1     ","Mercury MS","01SUM"
10,2001-08-02,"Thursday","1     ","Mercury MS","01SUM"
10,2001-08-03,"Friday","1     ","Mercury MS","01SUM"
10,2001-08-04,"Saturday","1     ","Mercury MS","01SUM"
10,2001-08-05,"Sunday","1     ","Mercury MS","01SUM"
10,2001-08-06,"Monday","1     ","Mercury MS","01SUM"
10,2001-08-07,"Tuesday","1     ","Mercury MS","01SUM"
10,2001-08-08,"Wednesday","1     ","Mercury MS","01SUM"
10,2001-08-09,"Thursday","1     ","Mercury MS","01SUM"
10,2001-08-10,"Friday","1     ","Mercury MS","01SUM"
10,2001-08-11,"Saturday","1     ","Mercury MS","01SUM"
10,2001-08-12,"Sunday","1     ","Mercury MS","01SUM"
10,2001-08-13,"Monday","1     ","Mercury MS","01SUM"
10,2001-08-14,"Tuesday","1     ","Mercury MS","01SUM"
10,2001-08-15,"Wednesday","1     ","Mercury MS","01SUM"
10,2001-08-16,"Thursday","1     ","Mercury MS","01SUM"
10,2001-08-17,"Friday","1     ","Mercury MS","01SUM"
10,2001-08-18,"Saturday","1     ","Mercury MS","01SUM"
10,2001-08-19,"Sunday","1     ","Mercury MS","01SUM"
10,2001-08-20,"Monday","1     ","Mercury MS","01SUM"
10,2001-08-21,"Tuesday","1     ","Mercury MS","01SUM"
10,2001-08-22,"Wednesday","1     ","Mercury MS","01SUM"
10,2001-08-23,"Thursday","1     ","Mercury MS","01SUM"
10,2001-08-24,"Friday","1     ","Mercury MS","01SUM"
10,2001-08-25,"Saturday","1     ","Mercury MS","01SUM"
10,2001-08-26,"Sunday","1     ","Mercury MS","01SUM"
10,2001-08-27,"Monday","1     ","Mercury MS","01SUM"
10,2001-08-28,"Tuesday","1     ","Mercury MS","01SUM"
11,2001-06-30,"Saturday","1     ","Mercury MS","01SUM"
11,2001-07-01,"Sunday","1     ","Mercury MS","01SUM"
11,2001-07-02,"Monday","1     ","Mercury MS","01SUM"
11,2001-07-03,"Tuesday","0     ","Mercury MS","01SUM"
11,2001-07-04,"Wednesday","1     ","Mercury MS","01SUM"
11,2001-07-05,"Thursday","1     ","Mercury MS","01SUM"
11,2001-07-06,"Friday","1     ","Mercury MS","01SUM"
11,2001-07-07,"Saturday","1     ","Mercury MS","01SUM"
11,2001-07-08,"Sunday","0     ","Mercury MS","01SUM"
11,2001-07-09,"Monday","0     ","Mercury MS","01SUM"
11,2001-07-10,"Tuesday","1     ","Mercury MS","01SUM"
11,2001-07-11,"Wednesday","1     ","Mercury MS","01SUM"
11,2001-07-12,"Thursday","1     ","Mercury MS","01SUM"
11,2001-07-13,"Friday","1     ","Mercury MS","01SUM"
11,2001-07-14,"Saturday","1     ","Mercury MS","01SUM"
11,2001-07-15,"Sunday","1     ","Mercury MS","01SUM"
11,2001-07-16,"Monday","0     ","Mercury MS","01SUM"
11,2001-07-17,"Tuesday","1     ","Mercury MS","01SUM"
11,2001-07-18,"Wednesday","1     ","Mercury MS","01SUM"
11,2001-07-19,"Thursday","0     ","Mercury MS","01SUM"
11,2001-07-20,"Friday","1     ","Mercury MS","01SUM"
11,2001-07-21,"Saturday","1     ","Mercury MS","01SUM"
11,2001-07-22,"Sunday","1     ","Mercury MS","01SUM"
11,2001-07-23,"Monday","0     ","Mercury MS","01SUM"
11,2001-07-24,"Tuesday","1     ","Mercury MS","01SUM"
11,2001-07-25,"Wednesday","1     ","Mercury MS","01SUM"
11,2001-07-26,"Thursday","1     ","Mercury MS","01SUM"
11,2001-07-27,"Friday","1     ","Mercury MS","01SUM"
11,2001-07-28,"Saturday","0     ","Mercury MS","01SUM"
11,2001-07-29,"Sunday","0     ","Mercury MS","01SUM"
11,2001-07-30,"Monday","1     ","Mercury MS","01SUM"
11,2001-07-31,"Tuesday","1     ","Mercury MS","01SUM"
11,2001-08-01,"Wednesday","1     ","Mercury MS","01SUM"
11,2001-08-02,"Thursday","1     ","Mercury MS","01SUM"
11,2001-08-03,"Friday","1     ","Mercury MS","01SUM"
11,2001-08-04,"Saturday","1     ","Mercury MS","01SUM"
11,2001-08-05,"Sunday","0     ","Mercury MS","01SUM"
11,2001-08-06,"Monday","1     ","Mercury MS","01SUM"
11,2001-08-07,"Tuesday","1     ","Mercury MS","01SUM"
11,2001-08-08,"Wednesday","0     ","Mercury MS","01SUM"
11,2001-08-09,"Thursday","1     ","Mercury MS","01SUM"
11,2001-08-10,"Friday","1     ","Mercury MS","01SUM"
11,2001-08-11,"Saturday","1     ","Mercury MS","01SUM"
11,2001-08-12,"Sunday","0     ","Mercury MS","01SUM"
11,2001-08-13,"Monday","1     ","Mercury MS","01SUM"
11,2001-08-14,"Tuesday","1     ","Mercury MS","01SUM"
11,2001-08-15,"Wednesday","1     ","Mercury MS","01SUM"
11,2001-08-16,"Thursday","1     ","Mercury MS","01SUM"
11,2001-08-17,"Friday","0     ","Mercury MS","01SUM"
11,2001-08-18,"Saturday","0     ","Mercury MS","01SUM"
11,2001-08-19,"Sunday","1     ","Mercury MS","01SUM"
11,2001-08-20,"Monday","1     ","Mercury MS","01SUM"
11,2001-08-21,"Tuesday","1     ","Mercury MS","01SUM"
11,2001-08-22,"Wednesday","1     ","Mercury MS","01SUM"
11,2001-08-23,"Thursday","1     ","Mercury MS","01SUM"
11,2001-08-24,"Friday","1     ","Mercury MS","01SUM"
11,2001-08-25,"Saturday","0     ","Mercury MS","01SUM"
11,2001-08-26,"Sunday","1     ","Mercury MS","01SUM"
11,2001-08-27,"Monday","1     ","Mercury MS","01SUM"
11,2001-08-28,"Tuesday","0     ","Mercury MS","01SUM"
12,2001-06-30,"Saturday","1     ","Mercury MS","01SUM"
12,2001-07-01,"Sunday","1     ","Mercury MS","01SUM"
12,2001-07-02,"Monday","1     ","Mercury MS","01SUM"
12,2001-07-03,"Tuesday","1     ","Mercury MS","01SUM"
12,2001-07-04,"Wednesday","1     ","Mercury MS","01SUM"
12,2001-07-05,"Thursday","1     ","Mercury MS","01SUM"
12,2001-07-06,"Friday","1     ","Mercury MS","01SUM"
12,2001-07-07,"Saturday","1     ","Mercury MS","01SUM"
12,2001-07-08,"Sunday","1     ","Mercury MS","01SUM"
12,2001-07-09,"Monday","1     ","Mercury MS","01SUM"
12,2001-07-10,"Tuesday","1     ","Mercury MS","01SUM"
12,2001-07-11,"Wednesday","1     ","Mercury MS","01SUM"
12,2001-07-12,"Thursday","1     ","Mercury MS","01SUM"
12,2001-07-13,"Friday","1     ","Mercury MS","01SUM"
12,2001-07-14,"Saturday","1     ","Mercury MS","01SUM"
12,2001-07-15,"Sunday","1     ","Mercury MS","01SUM"
12,2001-07-16,"Monday","1     ","Mercury MS","01SUM"
12,2001-07-17,"Tuesday","1     ","Mercury MS","01SUM"
12,2001-07-18,"Wednesday","1     ","Mercury MS","01SUM"
12,2001-07-19,"Thursday","1     ","Mercury MS","01SUM"
12,2001-07-20,"Friday","1     ","Mercury MS","01SUM"
12,2001-07-21,"Saturday","1     ","Mercury MS","01SUM"
12,2001-07-22,"Sunday","1     ","Mercury MS","01SUM"
12,2001-07-23,"Monday","1     ","Mercury MS","01SUM"
12,2001-07-24,"Tuesday","1     ","Mercury MS","01SUM"
12,2001-07-25,"Wednesday","1     ","Mercury MS","01SUM"
12,2001-07-26,"Thursday","1     ","Mercury MS","01SUM"
12,2001-07-27,"Friday","1     ","Mercury MS","01SUM"
12,2001-07-28,"Saturday","1     ","Mercury MS","01SUM"
12,2001-07-29,"Sunday","1     ","Mercury MS","01SUM"
12,2001-07-30,"Monday","1     ","Mercury MS","01SUM"
12,2001-07-31,"Tuesday","1     ","Mercury MS","01SUM"
12,2001-08-01,"Wednesday","1     ","Mercury MS","01SUM"
12,2001-08-02,"Thursday","1     ","Mercury MS","01SUM"
12,2001-08-03,"Friday","1     ","Mercury MS","01SUM"
12,2001-08-04,"Saturday","1     ","Mercury MS","01SUM"
12,2001-08-05,"Sunday","1     ","Mercury MS","01SUM"
12,2001-08-06,"Monday","1     ","Mercury MS","01SUM"
12,2001-08-07,"Tuesday","1     ","Mercury MS","01SUM"
12,2001-08-08,"Wednesday","1     ","Mercury MS","01SUM"
12,2001-08-09,"Thursday","1     ","Mercury MS","01SUM"
12,2001-08-10,"Friday","1     ","Mercury MS","01SUM"
12,2001-08-11,"Saturday","1     ","Mercury MS","01SUM"
12,2001-08-12,"Sunday","1     ","Mercury MS","01SUM"
12,2001-08-13,"Monday","1     ","Mercury MS","01SUM"
12,2001-08-14,"Tuesday","1     ","Mercury MS","01SUM"
12,2001-08-15,"Wednesday","1     ","Mercury MS","01SUM"
12,2001-08-16,"Thursday","1     ","Mercury MS","01SUM"
12,2001-08-17,"Friday","1     ","Mercury MS","01SUM"
12,2001-08-18,"Saturday","1     ","Mercury MS","01SUM"
12,2001-08-19,"Sunday","1     ","Mercury MS","01SUM"
12,2001-08-20,"Monday","1     ","Mercury MS","01SUM"
12,2001-08-21,"Tuesday","1     ","Mercury MS","01SUM"
12,2001-08-22,"Wednesday","1     ","Mercury MS","01SUM"
12,2001-08-23,"Thursday","1     ","Mercury MS","01SUM"
12,2001-08-24,"Friday","1     ","Mercury MS","01SUM"
12,2001-08-25,"Saturday","1     ","Mercury MS","01SUM"
12,2001-08-26,"Sunday","1     ","Mercury MS","01SUM"
12,2001-08-27,"Monday","1     ","Mercury MS","01SUM"
12,2001-08-28,"Tuesday","1     ","Mercury MS","01SUM"
13,2001-06-30,"Saturday","0     ","Mercury MS","01SUM"
13,2001-07-01,"Sunday","0     ","Mercury MS","01SUM"
13,2001-07-02,"Monday","1     ","Mercury MS","01SUM"
13,2001-07-03,"Tuesday","1     ","Mercury MS","01SUM"
13,2001-07-04,"Wednesday","1     ","Mercury MS","01SUM"
13,2001-07-05,"Thursday","1     ","Mercury MS","01SUM"
13,2001-07-06,"Friday","1     ","Mercury MS","01SUM"
13,2001-07-07,"Saturday","0     ","Mercury MS","01SUM"
13,2001-07-08,"Sunday","1     ","Mercury MS","01SUM"
13,2001-07-09,"Monday","1     ","Mercury MS","01SUM"
13,2001-07-10,"Tuesday","0     ","Mercury MS","01SUM"
13,2001-07-11,"Wednesday","1     ","Mercury MS","01SUM"
13,2001-07-12,"Thursday","1     ","Mercury MS","01SUM"
13,2001-07-13,"Friday","1     ","Mercury MS","01SUM"
13,2001-07-14,"Saturday","1     ","Mercury MS","01SUM"
13,2001-07-15,"Sunday","0     ","Mercury MS","01SUM"
13,2001-07-16,"Monday","1     ","Mercury MS","01SUM"
13,2001-07-17,"Tuesday","1     ","Mercury MS","01SUM"
13,2001-07-18,"Wednesday","0     ","Mercury MS","01SUM"
13,2001-07-19,"Thursday","1     ","Mercury MS","01SUM"
13,2001-07-20,"Friday","0     ","Mercury MS","01SUM"
13,2001-07-21,"Saturday","0     ","Mercury MS","01SUM"
13,2001-07-22,"Sunday","1     ","Mercury MS","01SUM"
13,2001-07-23,"Monday","1     ","Mercury MS","01SUM"
13,2001-07-24,"Tuesday","1     ","Mercury MS","01SUM"
13,2001-07-25,"Wednesday","1     ","Mercury MS","01SUM"
13,2001-07-26,"Thursday","1     ","Mercury MS","01SUM"
13,2001-07-27,"Friday","0     ","Mercury MS","01SUM"
13,2001-07-28,"Saturday","1     ","Mercury MS","01SUM"
13,2001-07-29,"Sunday","1     ","Mercury MS","01SUM"
13,2001-07-30,"Monday","0     ","Mercury MS","01SUM"
13,2001-07-31,"Tuesday","1     ","Mercury MS","01SUM"
13,2001-08-01,"Wednesday","1     ","Mercury MS","01SUM"
13,2001-08-02,"Thursday","1     ","Mercury MS","01SUM"
13,2001-08-03,"Friday","1     ","Mercury MS","01SUM"
13,2001-08-04,"Saturday","0     ","Mercury MS","01SUM"
13,2001-08-05,"Sunday","1     ","Mercury MS","01SUM"
13,2001-08-06,"Monday","1     ","Mercury MS","01SUM"
13,2001-08-07,"Tuesday","0     ","Mercury MS","01SUM"
13,2001-08-08,"Wednesday","1     ","Mercury MS","01SUM"
13,2001-08-09,"Thursday","0     ","Mercury MS","01SUM"
13,2001-08-10,"Friday","0     ","Mercury MS","01SUM"
13,2001-08-11,"Saturday","1     ","Mercury MS","01SUM"
13,2001-08-12,"Sunday","1     ","Mercury MS","01SUM"
13,2001-08-13,"Monday","1     ","Mercury MS","01SUM"
13,2001-08-14,"Tuesday","1     ","Mercury MS","01SUM"
13,2001-08-15,"Wednesday","1     ","Mercury MS","01SUM"
13,2001-08-16,"Thursday","0     ","Mercury MS","01SUM"
13,2001-08-17,"Friday","1     ","Mercury MS","01SUM"
13,2001-08-18,"Saturday","1     ","Mercury MS","01SUM"
13,2001-08-19,"Sunday","0     ","Mercury MS","01SUM"
13,2001-08-20,"Monday","1     ","Mercury MS","01SUM"
13,2001-08-21,"Tuesday","1     ","Mercury MS","01SUM"
13,2001-08-22,"Wednesday","1     ","Mercury MS","01SUM"
13,2001-08-23,"Thursday","1     ","Mercury MS","01SUM"
13,2001-08-24,"Friday","0     ","Mercury MS","01SUM"
13,2001-08-25,"Saturday","1     ","Mercury MS","01SUM"
13,2001-08-26,"Sunday","1     ","Mercury MS","01SUM"
13,2001-08-27,"Monday","0     ","Mercury MS","01SUM"
13,2001-08-28,"Tuesday","1     ","Mercury MS","01SUM"
14,2001-06-30,"Saturday","1     ","Mercury MS","01SUM"
14,2001-07-01,"Sunday","1     ","Mercury MS","01SUM"
14,2001-07-02,"Monday","1     ","Mercury MS","01SUM"
14,2001-07-03,"Tuesday","1     ","Mercury MS","01SUM"
14,2001-07-04,"Wednesday","1     ","Mercury MS","01SUM"
14,2001-07-05,"Thursday","1     ","Mercury MS","01SUM"
14,2001-07-06,"Friday","1     ","Mercury MS","01SUM"
14,2001-07-07,"Saturday","1     ","Mercury MS","01SUM"
14,2001-07-08,"Sunday","1     ","Mercury MS","01SUM"
14,2001-07-09,"Monday","1     ","Mercury MS","01SUM"
14,2001-07-10,"Tuesday","1     ","Mercury MS","01SUM"
14,2001-07-11,"Wednesday","1     ","Mercury MS","01SUM"
14,2001-07-12,"Thursday","1     ","Mercury MS","01SUM"
14,2001-07-13,"Friday","1     ","Mercury MS","01SUM"
14,2001-07-14,"Saturday","1     ","Mercury MS","01SUM"
14,2001-07-15,"Sunday","1     ","Mercury MS","01SUM"
14,2001-07-16,"Monday","1     ","Mercury MS","01SUM"
14,2001-07-17,"Tuesday","1     ","Mercury MS","01SUM"
14,2001-07-18,"Wednesday","1     ","Mercury MS","01SUM"
14,2001-07-19,"Thursday","1     ","Mercury MS","01SUM"
14,2001-07-20,"Friday","1     ","Mercury MS","01SUM"
14,2001-07-21,"Saturday","1     ","Mercury MS","01SUM"
14,2001-07-22,"Sunday","1     ","Mercury MS","01SUM"
14,2001-07-23,"Monday","1     ","Mercury MS","01SUM"
14,2001-07-24,"Tuesday","1     ","Mercury MS","01SUM"
14,2001-07-25,"Wednesday","1     ","Mercury MS","01SUM"
14,2001-07-26,"Thursday","1     ","Mercury MS","01SUM"
14,2001-07-27,"Friday","1     ","Mercury MS","01SUM"
14,2001-07-28,"Saturday","1     ","Mercury MS","01SUM"
14,2001-07-29,"Sunday","1     ","Mercury MS","01SUM"
14,2001-07-30,"Monday","1     ","Mercury MS","01SUM"
14,2001-07-31,"Tuesday","1     ","Mercury MS","01SUM"
14,2001-08-01,"Wednesday","1     ","Mercury MS","01SUM"
14,2001-08-02,"Thursday","1     ","Mercury MS","01SUM"
14,2001-08-03,"Friday","1     ","Mercury MS","01SUM"
14,2001-08-04,"Saturday","1     ","Mercury MS","01SUM"
14,2001-08-05,"Sunday","1     ","Mercury MS","01SUM"
14,2001-08-06,"Monday","1     ","Mercury MS","01SUM"
14,2001-08-07,"Tuesday","1     ","Mercury MS","01SUM"
14,2001-08-08,"Wednesday","1     ","Mercury MS","01SUM"
14,2001-08-09,"Thursday","1     ","Mercury MS","01SUM"
14,2001-08-10,"Friday","1     ","Mercury MS","01SUM"
14,2001-08-11,"Saturday","1     ","Mercury MS","01SUM"
14,2001-08-12,"Sunday","1     ","Mercury MS","01SUM"
14,2001-08-13,"Monday","1     ","Mercury MS","01SUM"
14,2001-08-14,"Tuesday","1     ","Mercury MS","01SUM"
14,2001-08-15,"Wednesday","1     ","Mercury MS","01SUM"
14,2001-08-16,"Thursday","1     ","Mercury MS","01SUM"
14,2001-08-17,"Friday","1     ","Mercury MS","01SUM"
14,2001-08-18,"Saturday","1     ","Mercury MS","01SUM"
14,2001-08-19,"Sunday","1     ","Mercury MS","01SUM"
14,2001-08-20,"Monday","1     ","Mercury MS","01SUM"
14,2001-08-21,"Tuesday","1     ","Mercury MS","01SUM"
14,2001-08-22,"Wednesday","1     ","Mercury MS","01SUM"
14,2001-08-23,"Thursday","1     ","Mercury MS","01SUM"
14,2001-08-24,"Friday","1     ","Mercury MS","01SUM"
14,2001-08-25,"Saturday","1     ","Mercury MS","01SUM"
14,2001-08-26,"Sunday","1     ","Mercury MS","01SUM"
14,2001-08-27,"Monday","1     ","Mercury MS","01SUM"
14,2001-08-28,"Tuesday","1     ","Mercury MS","01SUM"
15,2001-06-30,"Saturday","1     ","Mercury MS","01SUM"
15,2001-07-01,"Sunday","1     ","Mercury MS","01SUM"
15,2001-07-02,"Monday","1     ","Mercury MS","01SUM"
15,2001-07-03,"Tuesday","1     ","Mercury MS","01SUM"
15,2001-07-04,"Wednesday","1     ","Mercury MS","01SUM"
15,2001-07-05,"Thursday","1     ","Mercury MS","01SUM"
15,2001-07-06,"Friday","1     ","Mercury MS","01SUM"
15,2001-07-07,"Saturday","1     ","Mercury MS","01SUM"
15,2001-07-08,"Sunday","1     ","Mercury MS","01SUM"
15,2001-07-09,"Monday","1     ","Mercury MS","01SUM"
15,2001-07-10,"Tuesday","1     ","Mercury MS","01SUM"
15,2001-07-11,"Wednesday","1     ","Mercury MS","01SUM"
15,2001-07-12,"Thursday","1     ","Mercury MS","01SUM"
15,2001-07-13,"Friday","1     ","Mercury MS","01SUM"
15,2001-07-14,"Saturday","1     ","Mercury MS","01SUM"
15,2001-07-15,"Sunday","1     ","Mercury MS","01SUM"
15,2001-07-16,"Monday","1     ","Mercury MS","01SUM"
15,2001-07-17,"Tuesday","1     ","Mercury MS","01SUM"
15,2001-07-18,"Wednesday","1     ","Mercury MS","01SUM"
15,2001-07-19,"Thursday","1     ","Mercury MS","01SUM"
15,2001-07-20,"Friday","1     ","Mercury MS","01SUM"
15,2001-07-21,"Saturday","1     ","Mercury MS","01SUM"
15,2001-07-22,"Sunday","1     ","Mercury MS","01SUM"
15,2001-07-23,"Monday","1     ","Mercury MS","01SUM"
15,2001-07-24,"Tuesday","1     ","Mercury MS","01SUM"
15,2001-07-25,"Wednesday","1     ","Mercury MS","01SUM"
15,2001-07-26,"Thursday","1     ","Mercury MS","01SUM"
15,2001-07-27,"Friday","1     ","Mercury MS","01SUM"
15,2001-07-28,"Saturday","1     ","Mercury MS","01SUM"
15,2001-07-29,"Sunday","1     ","Mercury MS","01SUM"
